Title,Authors,Category_en,weighted_average
Nem's leaves,['mahbub kamal'],"['column collection ', ' compilation']",1.8707254841684606
I'm feminist,['fatema sultana shuvra'],['woman'],1.8707254841684606
Changes with color (Paperback),['.mr.shamsul alam'],"[""children's book""]",1.8707254841684606
Passenger of remote paths (hardcover),['assad bin hafeez'],"['prophet messenger, sahaba, tabee and oli-awlia']",4.218763397889128
Life and action Ali bin Abi Talib- 3rd chunk - 3rd chunk (hardcover),['nasiruddin al-khattab (translator)'],"['prophet messenger, sahaba, tabee and oli-awlia']",2.9138169894456403
SCCSESS System Dat Never Fails (Hardcover),['w.clement stone'],['translation: self-development and meditation'],4.3649087798553845
VERCITY LIFE (Hardcover),['mahbub nahid'],['student life development'],4.588795342760529
Know World's Day (Hardcover),['mohammad zillur rahman'],['reference book'],2.4965803873347685
"Rahaatul Adab (Arabic, Bengali, Urdu)",['hazrat maulana mushtaq ahmad charterol'],['islamic ideal'],2.4965803873347685
Ask and reply (2nd part) (Hardcover),['dr.khondaker abdullah jahangir'],['islamic sawal-jawab'],4.430444894368064
Prior to death and after (hardcover),['imam fakhruddin razi (rh)'],"['death, hereafter and paradise-hell']",1.8707254841684606
Cambridge IELTS 13 (Bangla-English) (Paperback),['saifur rahman khan'],['ielts'],2.4981002151859824
Kids Gift Pack (6 book boxes) (Paperback),['patius (editors)'],['when 0-4: primary learning'],3.926328663651135
Politics crisis and analysis of Bangladesh (hardcover),['talukder moniruzzaman'],"[""90's and contemporary bangladesh""]",1.8707254841684606
How to win the heart of wife (hardcover),['shaikh ibrahim bin saleh al mahmud'],['personal and family life'],3.752383440926325
Haroon Bhai (Paperback),['imperfect rubles'],['running and rumors'],2.496128848096263
"Research series - 25: According to the Quran, Hadith and conscience-intelligence, Yiker (Paperback)",['professor dr. md. motiar rahman'],['the help of islamic period and period'],1.8707254841684606
"In the holy Qur'an, Allah's Amandh Order (Art Paperback)",['mosaddek khan (editor)'],['discussion of the quran'],2.641843133810549
Grandmother,['farzana sikder'],['contemporary novel'],1.8707254841684606
Writing strategies from one to 20 (Paperback),['bellal hossain'],"['bengali, english and normal knowledge']",2.68536274208423
In the middle of the night and the morning (hardcover),['kohlil'],"['translation: composition ', ' compilation']",2.4965803873347685
The second bus of Behula (hardcover),['zakir talukder'],['classical story'],2.0804836561123072
Legends,['farhan jahangir'],['sports personality'],1.8707254841684606
Multimedia (including CD) (Paperback),['mahbubur rahman (ict)'],['graphics design & multimedia'],1.8707254841684606
Muslim Ummah Unity (Paperback),['dr.zakir naik'],"['invitation, tabligh, lecture, discussion and waj']",4.202523643333755
Waiting for God,['rakib hasan'],"[""mystery, physics, thriller and adventure's entire "", ' compilation']",2.4965803873347685
Tarabir Rakat Number 20 Not 8 (Paperback),['mufti saifuddin yusuf fahim'],"['salat ', ' prayer']",2.4965803873347685
Joykali Bangladesh University of Professionals: Question (Business FBS) (Paperback),['ajay government'],['preparation of admission test'],2.539256605942341
Being A Single Mother Professional In Bangladesh (Hardcover),['rokhsana akhter rupee'],['women'],3.79285917893972
Rich Dad Poor Dad,['robert tkiaosaki'],['translation: self-development and meditation'],3.6748765845102263
Nandita Transportation (Hardcover),['ishtiaq ahmed'],['contemporary novel'],1.6965803873347685
Birds of my forest birds (hardcover),['sourav mahmud'],['birds and birds'],2.4965803873347685
Learn in 30 days Kuwaiti Language (Paperback) in modern way,['professor muhiur sultana'],['middle-eastern language'],1.8707254841684606
Salamander Jean (Hardcover),['mashudul haque'],['science fiction'],3.861272329815213
Bottom (hardcover),['rashid jamil'],"['islamic research, criticism and article']",2.4965803873347685
The Creator prevails everywhere (hardcover),['mostak ahmad'],"['faith, akbida and taosa']",2.4965803873347685
The Business School (Best Business Idea at Network Marketing) (Hardcover),['robert tkiaosaki'],['entrepreneur'],2.4965803873347685
Islam outlines in the formation of enlightened women (hardcover),['maulana julfika ahmad nodes'],['women related'],2.4965803873347685
Islam (Paperback) to establish women's rights,['muhsin al badar'],['women related'],2.4965803873347685
English Rating Learning Principles Shortcut Way Way Righting (Paperback),['nazrul islam sir'],['english grammar and language learning'],2.4965803873347685
Torrent IQ (intelligence) (Paperback),['confirmation publications (editor)'],['university admission guide'],2.641843133810549
Pagal head is bad (hardcover),['rashid jamil'],"['islamic research, criticism and essay']",4.082351675376576
Research series - 16: Shafayet can be released from sin and hell?(Paperback),['professor dr. md. motiar rahman'],"['faith, akbida and taosa']",1.8707254841684606
Mastering Microsoft Windows version XP and Visa (Paperback),['mahbubur rahman (ict)'],['operating system'],3.18536274208423
Microsoft Office XP-2007 (1 - 5 Volium) (Latest Version 2010 SDC) (Paperback),['mahbubur rahman (ict)'],['microsoft office'],1.8707254841684606
Puppet Dollaton (Hardcover),['manik bandyopadhyay'],['classical novel'],3.8507589374514026
Souls' tranquility (hardcover),['(hakimul ummat maulana ashraf ali thanvi rah.)'],['spirituality and sufism'],3.2686847643595263
Apurba Opera (Hardcover),['shafiuddin sardar'],['contemporary novel'],1.8707254841684606
Worker Research for Development of School (Hardcover),['muhammad salauddin'],['education and research'],4.251040997121539
Sahihul Bukhari-6th volume (Bongeavrabad) (Hardcover),['imam muhammad ibn ismail bukhari (r)'],['hadith'],3.386989104074871
Story and poetry of the selected liberation war,['ramshankar devnath'],['liberation war'],2.9138169894456403
Kabira sinners Mo-Min are permanent hell (paperback),['kamal ahmed'],"['death, hereafter and paradise-hell']",2.4965803873347685
Ask and reply (1st chunk) (hardcover),['dr.khondaker abdullah jahangir'],['islamic sawal-jawab'],4.542760249280384
Prophet (peace be upon him),['gm meherullah'],"['salat ', ' prayer']",4.158675069166923
AT LETTER TO ATTEYES (Hardcover),['muganiur rahman tabarines'],"['islamic research, criticism and essay']",4.232590685521058
All Iftari,['ummi selim'],['desi recipe'],3.588445630606713
Rajshahi University Question Bank and Solution Science - C unit (Paperback),['md.shahab uddin'],['admission guide to the department of science'],3.534492995476703
To-dot chem Black vampire (hardcover),['turkey shakil'],['supernatural and ghost'],3.7729910851521677
Education illuminated generation (hardcover),['the government abdul mannan'],['education'],1.8707254841684606
Nurani Niyamul Quran (white),['maulana habibur rahman ma'],['the help of islamic period and period'],2.4965803873347685
Monvow (Hardcover),['mohit kamal'],['the whole of the novel'],1.8707254841684606
Professional CV Righting (Paperback),['apple mahmud'],['career development'],3.617316077466954
"Tomorrow's movement, today's movement (hardcover)",['anupam devasish roy'],['context: politics of bangladesh'],3.677350138333846
Encourage for action (Paperback),['imam abu bakr khalal rahi'],['islamic books: self-development'],2.4965803873347685
Huzur wife (hardcover),['khadija bin mujjammil'],['women related'],3.8907387721507694
Hazrat Uthman (ra) in the story,['iqbal kabir mohan'],"['prophet messenger, sahaba, tabee and oli-awlia']",2.9138169894456403
People's memoirs (hardcover),['shaikhul islam mufti mufti muhammad toki uthmani'],['islam is religious personality'],2.4965803873347685
Oxford Quick Method of Spoken English (paperback),['shahi imran raju'],['english grammar and language learning'],3.06036274208423
Jahangirnagar University Admission Guide (C-Unit) (Paperback),['scientist publications'],['preparation of admission test'],2.9520819942430765
Network Agricultural University Admission Guide (Paperback),['md. hossain ali (editor)'],['agricultural university admission guide'],3.548607364309118
Fake (hardcover),['mohammad nazim uddin'],['thriller and adventure novels'],3.5344368760819975
Easy ways to deal with psychological stress (hardcover),['azharul islam'],"['mind, mental and counseling']",4.2221160774669535
Leo Tolstoy's teenage story (hardcover),['maruf iftekhar russell (translator)'],['translation: children'],2.9138169894456403
Mind and People-3 (Hardcover),['professor dr.md tajul islam (kajal)'],"['mind, mental and counseling']",3.0704145623819774
Karun's treasure (hardcover),['iqbal kabir mohan (translator)'],['children-teenage: religious books'],1.8707254841684606
Puppet Bagday (Hardcover),['mahbube ajiz'],['contemporary novel'],1.8707254841684606
Success In Student Life (Hardcover),['jonaid al-habib'],['student life development'],3.796564917207401
AUS Aman Boro Rice Paddy (Hardcover),['jibon krishna bishwas'],['industry and agriculture of bangladesh'],3.211843133810549
Proverbs and Paperback),['muhammad asaduzzaman'],['reference book'],1.9138169894456405
Legendary silent treasure (hardcover),['jali'],['self development and motivation'],4.500300045038926
"Bangladesh's law, judicial system and constitution evolution",['dr. md. shafiqur rahman'],['miscellaneous books related to law'],1.8707254841684606
BUET Physics (1st and II) (Paperback),['ornab ghosh'],['preparation of engineering filling'],3.8289533763705297
100 incidents of parental service (hardcover),['muhammad siddique al mindsabi'],['personal and family life'],2.43536274208423
The story of discovery (hardcover),['store bandyopadhyay'],['science and technology'],1.8707254841684606
Professional Networking Skill (Hardcover),['apple mahmud'],['career development'],3.9701527335091495
Nexus Mist Filling Guide (Paperback),['nexus publication limited'],['preparation of admission test'],3.078145096833692
Bangladesh's Constitution (Paperback),['arif khan'],['constitution and constitution context'],3.5388218233336453
Mushroom cultivation (hardcover) in simple ways,['dr.md. akhtar hossain chowdhury'],['crops and vegetables'],3.2686847643595263
Question of Dhaka University (D unit) section (Paperback),['confirmation publications (editor)'],"['bengali, english and normal knowledge']",2.7471503227789733
Ten Male Life and Action (Hardcover) of Janniti,['maulana ahsan ilias'],"['prophet messenger, sahaba, tabee and oli-awlia']",2.4965803873347685
My student politics and father of the nation Sheikh Hasina (Hardcover),['alhaj hasibur rahman manik'],['political personality'],1.8707254841684606
Badiuzzaman Saeed Nori and Turkey (Hardcover),['km masum'],['muslim personality'],1.8707254841684606
Biology Bichitra (biology: 1st and second letter) (Paperback),['mohammad moniruzzaman'],['admission guide to the department of science'],3.407681371042115
Learning German in the story in the story (Hardcover),['amrita parvez'],['european language'],2.9138169894456403
Jim will compete (hardcover),['jim will'],"['translation: composition ', ' compilation']",4.138116077466954
"Big-Knowledge, Avoid Gun (Hardcover)",['naeem hossain farooqi'],['science and technology'],4.210437774864019
Jannati twenty-five women's ideal woman life (hardcover),['shaykh al-hadith maulana azizul haque (editor)'],['biography of mahaji women'],4.169185806508278
In search of selfishness or truth (hardcover),['mohandas karamachand gandhi'],['self-judged'],1.8707254841684606
Nandit Anindita (Hardcover),['bappi khair'],['contemporary novel'],2.4965803873347685
Moeran CV Guide (Paperback),['ashrafuzzaman'],['interview'],1.8707254841684606
The Prophet (peace and blessings of Allaah be upon him) revolutionary life (hardcave),['muhammad habibur rahman (translator)'],['rasool in sita'],3.18536274208423
Mother (Paperback),['jaglul haider (editor)'],['biography and memorization: miscellaneous'],3.43536274208423
Recitation of the Qur'an: Is it important to understand the meaning for the choker?(Hardcover),['maulana tahmundul maula'],['discussion of the quran'],2.4965803873347685
Memory,['nishat chowdhury'],['contemporary novel'],2.4965803873347685
Lalat Bandini (Hardcover),['nasir uddin'],['contemporary novel'],4.037146302821065
Shawkat Osman and Satan Sen's novel,['kudati-e-huda'],['literature and literary'],3.6092113262970935
Basic Bangladesh Armed Forces Recruitment Guide (Recent Review Free) (Paperback),['employment editors (editors)'],['miscellaneous'],4.2221450968336915
Salahuddin's Days (Paperback),['sadiq farhan'],['historical personality'],3.448290193667384
Wetland Management and Valuation: The Sundarbans perspective for participatory forestry (Hardcover),['anjan kumer dev roy'],['nature and outdoors'],2.9138169894456403
History and Masayel,['spirani shaikh hazrat maulana emamuddin mohammad taha (translator)'],['hajj-umrah and sacrifice'],1.8707254841684606
